Job Keyword,Job Title,Company Name,Location,Posted,Applicants,Salary,Remote/Hybrid,Job Type,Job Level,Company Size,Company Type,About Company
RPA Developer,Electronic Hardware Engineer,Actalent,"Dublin, County Dublin, Ireland",3 weeks ago,10 applicants,Not Provided,"On-site
", Full-time , Mid-Senior level,"5,001-10,000 employees",Business Consulting and Services,"About the jobAre you a skilled Electronics Hardware Engineer with a passion for designing and developing cutting-edge hardware solutions for complex medical devices? If so, we want you to join our client a global medical device manufacturer. You'll collaborate closely with their software and firmware engineers to ensure the seamless operation of their biggest product. As an Electronics Engineer, you'll report to the Electrical Systems Manager and take charge of product development, design, and testing.Key Responsibilities:Master the use of Altium Designer for design implementations.Develop and validate prototype hardware designs, including building and testing prototype boards.Create and present system architecture designs internally and externally.Conduct hardware design reviews and actively participate in customer requirements reviews.Work with various technologies like Bluetooth (BLE), LoRa, and wired interfacing systems (CanBus, UART, MODBUS, RS485, RS232, SPI, I2C).Follow industry-standard processes and procedures.Coordinate with the verification team to conduct tests and report on system responses.Qualifications/Skills:Bachelor's or Master's degree in Electronic Engineering or a related technical field, with a minimum of 3 years of industry experience.Proficiency in programming languages like C, C++, and Python.Experience in high-speed PCB design, digital design techniques, and state-of-the-art RF design.Knowledge of DC-DC converters and battery-powered designs for low-power connected devices.Understanding of embedded software development, including platforms like Arduino, Raspberry Pi, and ESP32.Please note that eligibility to work and live in Ireland is required."
RPA Developer,Electrical Engineer,GxP Recruitment,"County Clare, Ireland",Reposted 1 week ago,25 applicants,Not Provided,"On-site
", Full-time , Associate,1-10 employees,Staffing and Recruiting,"About the jobJob Description:The Electrical Engineer's role is to deliver electrical design for bespoke automated equipment for a fast-paced, high technology automation company working with customers in regulated industries.Developing concepts and projects will include working closely with the commercial and engineering departments and the customer to ensure designs meet customer expectations and internal and external commercial considerations.Key Responsibilities:Contribute to the entire project lifecycle, starting from proposal and quotation, through execution, delivery, and final review.Contribute to the design and development process of equipment, ensuring it fulfils customer needs and expectations.Craft Electrical and Pneumatic Schematics that adhere to international standards, ensuring a seamless and compliant design.Conduct a meticulous evaluation of electrical components to optimize system performance and cost effectiveness, maximizing value for our customers.Produce comprehensive documentation, including Bills of Materials, Hardware Design Specifications, and Machine Manuals, for easy reference and efficient operation.Actively contribute to the Machinery CE Certification Process, ensuring compliance with the 2006/43/EC Machinery Directive, guaranteeing product safety.Demonstrate exceptional communication skills by presenting project updates and design concepts with clarity, precision, and visually appealing elements to maintain stakeholder alignment and project success.Ensure project requirements are reviewed, agreed with the customer, and understood by yourself and project team members.Requirements:Degree in Electrical Engineering discipline with 2+ years’ experience in an engineering role.Expertise in electrical design, including power systems, control systems, and instrumentation.Demonstrates initiative and the ability to work independently and as part of a team."
RPA Developer,Sr. Software Design Verification Engineer,AMD,"Dublin, County Dublin, Ireland",Reposted 2 weeks ago,37 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,"10,001+ employees",Semiconductor Manufacturing,"About the jobWHAT YOU DO AT AMD CHANGES EVERYTHINGWe care deeply about transforming lives with AMD technology to enrich our industry, our communities, and the world. Our mission is to build great products that accelerate next-generation computing experiences – the building blocks for the data center, artificial intelligence, PCs, gaming and embedded. Underpinning our mission is the AMD culture. We push the limits of innovation to solve the world’s most important challenges. We strive for execution excellence while being direct, humble, collaborative, and inclusive of diverse perspectives.AMD together we advance_SENIOR SOFTWARE DEVELOPMENT ENGINEER THE ROLE:The Design Software Verification team play a critical role in verifying part of the AMD EDA tool chain for both pre- and post-silicon support. We are looking for a talented engineer to join our team of 9 engineers in the algorithm verification team in Dublin.In this role you will be responsible for understanding & evaluating software support for the latest FPGAs by creating test designs, ranging from small unit tests to full systems addressing customer markets such as Automotive (ADAS) and Emulation/Prototyping.This role requires strong FPGA design skills, combined with excellent software testing skills, including the creativity needed to imagine the many ways in which our software can be used, in order to find software bugs. You will need to learn fast as this role will require you to adapt your skills to changing technologies as AMD expands its EDA portfolio in the cloud and AI compute space.Key ResponsibilitiesDevelopment of FPGA designs to validate the correct behaviour of Vivado implementation tools Collaborate closely with multiple teams to understand new SW features Development of scripts to automate the execution of test suites Uncovering and reporting of software defects ensuring highest levels of software quality are maintained Preferred Experience2-5 years experience of verification or design roles for ASIC or FPGA Experience of writing software or scripts Excellent analytical and problem-solving skills Academic CredentialsHonours Bachelors/Masters degree in Electronics/Electrical/Computer Engineering or related courses Benefits offered are described: AMD benefits at a glance.AMD does not accept unsolicited resumes from headhunters, recruitment agencies, or fee-based recruitment services. AMD and its subsidiaries are equal opportunity, inclusive employers and will consider all applicants without regard to age, ancestry, color, marital status, medical condition, mental or physical disability, national origin, race, religion, political and/or third-party affiliation, sex, pregnancy, sexual orientation, gender identity, military or veteran status, or any other characteristic protected by law. We encourage applications from all qualified candidates and will accommodate applicants’ needs under the respective laws throughout all stages of the recruitment and selection process."
RPA Developer,Electrical Engineer - HV Cables,Mott MacDonald,"Cork, County Cork, Ireland",1 week ago,4 applicants,Not Provided,"Hybrid
", Full-time , Entry level,"10,001+ employees",Civil Engineering,"About the jobContract TypePermanentWork patternFull timePosition LocationGlasgow, United Kingdom / Newcastle, United Kingdom / Altrincham, United Kingdom / York, United Kingdom / Croydon, United Kingdom / Brighton, United Kingdom / Dublin, Ireland / Cork, Ireland / Belfast, United KingdomJob DescriptionDo you want to work for a company whose purpose is to improve society by considering social outcomes, and to transform businesses, communities, and opportunities for it’s employees? Mott MacDonald is a global consultancy whose people do exactly that. About The RoleOur Transmission & Distribution division provides Cable Engineering expertise for a wide variety of projects at all voltage levels for distribution and transmission systems in the UK and abroad. Due to continued growth we are looking for an Electrical Engineer with extensive HV cable design experience, to join our Transmission and Distribution Team in the UK. The role will span a diverse portfolio of work and there will be opportunities for advancement within the team.You’ll be working on HV cable system projects, fulfilling tasks including:All aspects of cable system designProject ManagementProposal WritingScheme CostingsFront End Engineering Design (FEED)Overseeing the preparation of drawings e.g. planning applications and tender packagesPreparation of SpecificationsOwners engineer / design assuranceTechnical due diligence / advisory servicesOnshore and offshore workCandidate SpecificationAbout YouDegree in Electrical EngineeringExperienced cable system engineer, ideally with HVAC and HVDC systemsAnalytical and able to solve complex engineering problemsA willingness to engage with new challenges as well as an ability to work confidently on tasks for which they have prior experience.Ability to demonstrate good written communication skills including report writing.Excellent communication and people skills.Job ProfileAbout The Business UnitThe Energy unit delivers services to clients globally across a number of sectors including hydropower, nuclear, waste, renewable generation and transmission & distribution networks. Together we provide integrated engineering and project management services across the project lifecycle – from concept and design, to construction and operations, to decommissioning or repowering and life extension. Together with our clients, we’re helping to deliver the energy transition globally.How To ApplyTo apply for this role, please complete our 15-minute application via our website. Our talent acquisition coordinators aim to provide feedback within 5 working days with the outcome of your application. More information about our application process can be found here . If you have any questions regarding your application or the role, please reach out to the dedicated recruiter listed who will be more than happy to help.Job Ref68755BRRecruiter ContactErinda HaziziCountryUnited KingdomRegion/StateEngland - Midlands, England - North East, England - North West, England - Outer London, England - South East, ScotlandDisciplineConsultancy, Electrical, EnergySectorEnergyWebsite RegionEurope and Central AsiaWebsite SectorEnergy"
RPA Developer,Electrical Engineer - HV Cables,Mott MacDonald,"Dublin, County Dublin, Ireland",1 week ago,4 applicants,Not Provided,"Hybrid
", Full-time , Entry level,"10,001+ employees",Civil Engineering,"About the jobContract TypePermanentWork patternFull timePosition LocationGlasgow, United Kingdom / Newcastle, United Kingdom / Altrincham, United Kingdom / York, United Kingdom / Croydon, United Kingdom / Brighton, United Kingdom / Dublin, Ireland / Cork, Ireland / Belfast, United KingdomJob DescriptionDo you want to work for a company whose purpose is to improve society by considering social outcomes, and to transform businesses, communities, and opportunities for it’s employees? Mott MacDonald is a global consultancy whose people do exactly that. About The RoleOur Transmission & Distribution division provides Cable Engineering expertise for a wide variety of projects at all voltage levels for distribution and transmission systems in the UK and abroad. Due to continued growth we are looking for an Electrical Engineer with extensive HV cable design experience, to join our Transmission and Distribution Team in the UK. The role will span a diverse portfolio of work and there will be opportunities for advancement within the team.You’ll be working on HV cable system projects, fulfilling tasks including:All aspects of cable system designProject ManagementProposal WritingScheme CostingsFront End Engineering Design (FEED)Overseeing the preparation of drawings e.g. planning applications and tender packagesPreparation of SpecificationsOwners engineer / design assuranceTechnical due diligence / advisory servicesOnshore and offshore workCandidate SpecificationAbout YouDegree in Electrical EngineeringExperienced cable system engineer, ideally with HVAC and HVDC systemsAnalytical and able to solve complex engineering problemsA willingness to engage with new challenges as well as an ability to work confidently on tasks for which they have prior experience.Ability to demonstrate good written communication skills including report writing.Excellent communication and people skills.Job ProfileAbout The Business UnitThe Energy unit delivers services to clients globally across a number of sectors including hydropower, nuclear, waste, renewable generation and transmission & distribution networks. Together we provide integrated engineering and project management services across the project lifecycle – from concept and design, to construction and operations, to decommissioning or repowering and life extension. Together with our clients, we’re helping to deliver the energy transition globally.How To ApplyTo apply for this role, please complete our 15-minute application via our website. Our talent acquisition coordinators aim to provide feedback within 5 working days with the outcome of your application. More information about our application process can be found here . If you have any questions regarding your application or the role, please reach out to the dedicated recruiter listed who will be more than happy to help.Job Ref68755BRRecruiter ContactErinda HaziziCountryUnited KingdomRegion/StateEngland - Midlands, England - North East, England - North West, England - Outer London, England - South East, ScotlandDisciplineConsultancy, Electrical, EnergySectorEnergyWebsite RegionEurope and Central AsiaWebsite SectorEnergy"
RPA Developer,"Senior Software Engineer, VOIP (Line 2)",Moz,Ireland,Reposted 1 week ago,43 applicants,Not Provided,"Remote
", Full-time , Mid-Senior level,51-200 employees,"Technology, Information and Internet","About the jobDescriptionPosition at MOZ GroupAbout The JobAs a leader in cloud communications, Line2 is on a mission to provide “everywhere workers” with the means to manage their business communications from anywhere and on any device. Our line of products make it easy to have productive business communication over calls, conferencing, and text messaging.Line2 is searching for a talented Senior Software Engineer with an exceptional commitment to excellence to join its global engineering team. You will be an integral member of the team, collaborating with diverse and talented team members to help generate value for our customers through platform maintenance and enhancements.What You’ll DoVoIP Solution Development: Collaborate with cross-functional teams to design and develop VoIP solutions that meet the needs of our clients, ensuring high call quality and reliability. FreeSWITCH Expertise: Utilize your extensive knowledge of FreeSWITCH to configure, optimize, and troubleshoot our VoIP systems, including handling complex routing scenarios and SIP protocols. Linux Proficiency: Manage and maintain our Linux-based VoIP servers, ensuring system stability, security, and performance. You will be responsible for system administration tasks as well as scripting and automation using Perl. Performance Optimization: Identify and resolve bottlenecks and performance issues within our VoIP infrastructure. Implement optimizations to enhance system efficiency and reduce latency. Quality Assurance: Conduct thorough testing and quality assurance to ensure the reliability and stability of VoIP services, including load testing, regression testing, and system monitoring. Documentation: Maintain comprehensive documentation for system configurations, best practices, and troubleshooting procedures to facilitate knowledge sharing within the team. Technical Support: Provide advanced technical support to troubleshoot and resolve complex VoIP-related issues, working closely with the support team to assist clients when needed. Stay Current: Keep abreast of industry trends and emerging technologies in VoIP, Linux, and Perl, and recommend innovative solutions to improve our services. Required ExperienceBachelor's degree in Computer Science, Electrical Engineering, or a related field (or equivalent work experience). 5+ years of professional experience in VoIP software development and system administration. Extensive hands-on experience with FreeSWITCH configuration, customization, and troubleshooting. Strong expertise in Linux system administration and scripting with Perl. Proficiency in SIP and related VoIP protocols. Familiarity with networking concepts and protocols. Excellent problem-solving skills and a strong attention to detail. Effective communication and teamwork skills. Proven ability to work independently and lead technical projects. Preferred ExperienceExperience with other VoIP platforms such as OpenSIPS, Asterisk or Kamailio. Knowledge of other scripting languages (Python, Bash, etc.). Understanding of cloud-based VoIP solutions. Line2 is a cloud based phone system designed for growing businesses and can help make your day-to-day far easier. As a leader in cloud communications, Line2 is on a mission to provide “everywhere workers” with the means to manage their business communications from anywhere and on any device. Our line of products make it easy to have productive business communication over calls, conferencing, and text messaging.The Moz Group, a subsidiary of Ziff Davis, Inc (NASDAQ: ZD), is a leading provider of marketing technology solutions primarily for small and medium-sized enterprises, consisting of a portfolio of brands across digital media and cloud services. The Moz Group business includes Campaigner, iContact, Kickbox, Moz, SMTP.com, eVoice, and Line2.#Moz"
RPA Developer,Principal Engineer - Maintenance & Reliability - Electrical & Instrumentation,Eli Lilly and Company,"Kinsale, County Cork, Ireland",Reposted 2 days ago,5 applicants,Not Provided,"On-site
", Full-time , Entry level,"10,001+ employees",Pharmaceutical Manufacturing,"About the jobAt Lilly, we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis, Indiana. Our employees around the world work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism. We give our best effort to our work, and we put people first. We’re looking for people who are determined to make life better for people around the world.Main Purpose And Objectives Of PositionThe primary responsibilities of the Maintenance & Reliability Electrical & Instrumentation Engineer are to provide support, direction and subject matter expertise on electrical & instrumentation issues. The engineer also reviews our current equipment performance to prevent potential reliability issues & implement reliability monitoring programs to provide maximum availability of equipment. Equipment selection for new capital projects as well as equipment selection for re-capitalisation projects are at the fore front of what the engineer does while assessing the appropriate quantity of spare parts required.Key ResponsibilitiesIn line with the above, the following are typically the key tasks that would be expected of the role:Provide engineering support to both maintenance and equipment owners in your area of expertise.Ensure maintenance program is appropriate for reliable operation of equipment.Provide training to Maintenance personnel on new equipment, methods & techniques.Follow up on issues identified by equipment owner or via the maintenance Preventative Maintenance program.Participate, raise, investigate & complete HSE & Quality observation/deviations write-ups as appropriate.Ensure the local maintenance procedures are in line with Global Engineering Standard & Engineering Best Practices.Ensure Job Plans, data sheets & data loaders for addition to the computerised Maintenance management systems (CMMS) are correct and contain sufficient detail.Lead reliability improvements to identify equipment obsolescence in advance to support planned replacement vs reactive replacement using existing & developing technologies.Identify & support continuous improvement initiatives to enhance the Maintenance program in the short & medium term to maintain a reliable plantAnalyse predictive & condition-based monitoring data to identify follow-up actions and prioritise implementation with equipment ownersLead the development & contribute as SME, to site Specifications.Develop, Review & own Departmental SOP’s.Review Stores & Inventory levels of critical equipment.Carry out internal audits and periodic reviews of GMP activities to ensure compliance.Pre-Requisites5+years experience within the pharmaceutical industry in a maintenance/engineering role.Demonstrated ability to act independently using good organisational skills.Proven ability to make good use of systems, procedures & processes.Working knowledge of relevant EU directives (e.g. ATEX, etc)Familiarity with the relevant national/international engineering standards (e.g. NSAI, NECI, NEC, IEC, ISO, CEN, ISA, CENELEC etc)Expertise in Troubleshooting and Equipment failure investigation.Familiarity with the Global Maintenance processes & procedures.Educational RequirementsLevel 8 Degree in Electrical & Instrumentation Engineering or equivalentKey AttributesDemonstrated technical Skills in area of expertise.Demonstrated ability to influence and to lead change.Demonstrated aptitude and interest for problem-solving.Demonstrated strong communication skills – oral and written.Demonstrated ability to write technical reports.Strong sense of customer focus and teamwork.Demonstrated willingness to collaborate with work colleagues.Proven flexibility to respond to equipment issues.Proven ability to work independently and without direct supervision.Demonstrated commitment to safety and quality in the workplace.Eli Lilly and Company, Lilly USA, LLC and our wholly owned subsidiaries (collectively “Lilly”) are committed to help individuals with disabilities to participate in the workforce and ensure equal opportunity to compete for jobs. If you require an accommodation to submit a resume for positions at Lilly, please email Lilly Human Resources ( Lilly_Recruiting_Compliance@lists.lilly.com ) for further assistance. Please note This email address is intended for use only to request an accommodation as part of the application process. Any other correspondence will not receive a response.Lilly does not discriminate on the basis of age, race, color, religion, gender, sexual orientation, gender identity, gender expression, national origin, protected veteran status, disability or any other legally protected status.#WeAreLilly"
RPA Developer,Software Engineer - DSP,Yahoo,Ireland,Reposted 1 week ago,Over 100 applicants,Not Provided,"Remote
", Full-time , Entry level,"10,001+ employees",Software Development,"About the jobYahoo serves as a trusted guide for hundreds of millions of people globally, helping them achieve their goals online through our portfolio of iconic products. For advertisers, Yahoo Advertising offers omnichannel solutions and powerful data to engage with our brands and deliver results.YahooDemand Java Software Engineer IC2Job DescriptionPosition: Java Software EngineerDepartment: Demand Engineering PlatformsLocation: Dublin, IrelandA Little About The RoleThe Demand Engineering group is responsible for providing advertising platform solutions for clients around the world. Our team designs and supports many of the systems, tools, and processes that allow for the execution of online advertising campaigns to meet the needs of our clients.This role will be focused on the development and maintenance of a range of these platforms. The role will also require working on processes, simplifying systems, and reducing complexity of user interfaces across our platform in order to deliver best in class customer experiences.A Lot About YouYou are a talented back end engineer who wants to work in a high visibility role and directly impact the productivity of all of our demand engineering platforms. You like to use your engineering skills to produce practical solutions to solve pressing business problems which give our customers a competitive advantage and deliver value to both our customers and the company.What You’ll Be DoingAs a software engineer you will be working with product managers and other software engineers in agile teams to create our next-generation API and AdServing solutions by implementing business-critical features and setting standards that will help define the future products.You will help us solving interesting challenges such as:Performance optimisationEnsure system responsiveness, robustness and high availabilityEnsure independent deployment of services and better CI/CDDirectly impact our generated revenue by implementing critical featuresImprove our CI/CD pipeline to ensure constant production delivery of high-quality featuresImprove our automated tests suite in terms of speed and accuracyWhat You Must HaveBachelor’s degree2+ years Experience with Java Experience with Java frameworks, eg. SpringExperience with Cloud Technologies (AWS or Kubernetes desirable)Deep understanding of Java and other supporting back-end technologiesExperience with unit and integration testing and writing clean codeUnderstanding of REST APIs, OOP, and related best practicesKnowledge of architecture and design patterns and anti-patternsGood knowledge of SQL or NOSQL databases techniquesThe ability to deliver results in a fast-paced, deadline-driven environment that requires ability to handle multiple tasks simultaneously without compromising qualityStrong interpersonal skills and the ability to work independently as well as in a team environmentYahoo is proud to be an equal opportunity workplace. All qualified applicants will receive consideration for employment without regard to, and will not be discriminated against based on age, race, gender, color, religion, national origin, sexual orientation, gender identity, veteran status, disability or any other protected category. Yahoo is dedicated to providing an accessible environment for all candidates during the application process and for employees during their employment. If you need accessibility assistance and/or a reasonable accommodation due to a disability, please submit a request via the Accommodation Request Form (www.yahooinc.com/careers/contact-us.html) or call 408-336-1409. Requests and calls received for non-disability related issues, such as following up on an application, will not receive a response.Yahoo has a high degree of flexibility around employee location and hybrid working. In fact, our flexible-hybrid approach to work is one of the things our employees rave about. Most roles don’t require specific regular patterns of in-person office attendance. If you join Yahoo, you may be asked to attend (or travel to attend) on-site work sessions, team-building, or other in-person events. When these occur, you’ll be given notice to make arrangements.If you’re curious about how this factors into this role, please discuss with the recruiter.Currently work for Yahoo? Please apply on our internal career site."
RPA Developer,Senior Infrastructure Automation Engineer,Siemens EDA (Siemens Digital Industries Software),"Shannon, County Clare, Ireland",Reposted 6 days ago,7 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,"1,001-5,000 employees",Software Development,"About the jobSiemens Digital Industries Software - Transform the everydayLet's make the difference together!Meet the team - VideoSiemens Digital Industries (DI) is an innovation leader in automation and digitalization. Closely, collaborating with partners and customers, we care about the digital transformation in the process and discrete industries. With our Digital Enterprise portfolio, we provide and encourage companies of all sizes with an end-to-end set of products, solutions, and services to integrate and digitalize the entire value chain. Meaningful optimization for the specific needs of each industry, our outstanding portfolio supports customers to achieve greater efficiency and flexibility. We are constantly adding innovations to its portfolio to integrate groundbreaking future technologies. We have our global headquarters in Nuremberg, Germany, and have around 75,000 employees internationally.We offer a role with responsibility, independence, and the possibility to contribute proactive. We foster a teamwork culture with room for individual development.Please visit https://siemensneo.com/disw/About The Role / SegmentWe are expanding our team as we embark on a green field application bringing High Performance Computing (HPC) to the Cloud for the secure execution of chip design software, real challenges are you ready?The Hybrid SaaS/PaaS solutions and tools are intended to scale in increments the size of an entire SaaS application for a single request.We're looking for an experienced Software Engineer with a background in cloud infrastructure. This is an outstanding opportunity to research, architect and automate customer and internally managed environments in public, private and hybrid clouds.We appreciate that these lists can appear daunting. In this scenario they indicate some elements that you may have, and some elements that you are interested in evolving towards. Our current team is both culturally and technically diverse with understanding across 5 distinct technical domains required for the challenge ahead. We are all learning, we are all growing, you will too.We Would Like To Talk To People Interested InEvolving with the changing landscape of HPC in the cloudWorking with the teams at Azure, AWS and Google to adapt their offerings to support EDA effectivelyEnsuring the highest levels of security for inter-cloud and multi-cloud environmentsEnsuring our environments and applications are primed for performance and scaleBeing part of a founding SW team in IrelandBeing brave and innovating faster than Moore’s LawArea of responsibility Review, understand and contribute to cloud infrastructure architectures built by teams at Azure, AWS and Google to support EDADevelop and automate reference architectures for our customers self-managed clouds and our proposed managed cloud offering.Facilitate multi-cloud resource orchestration from the Siemens PaaS.Champion and support a culture of building secure, performant, large-scale infrastructure and applicationsWork in a scrum team with fellow Engineers to develop dynamically controlled infrastructure for internal and external customersImplement POCs to validate approaches and techniquesInvestigate technology choices required by us and our customers to achieve our goalsPartner with the wider organisation to understand, socialise and support their internal cloud infrastructure development needsAssist with the DevOps and tooling for building Cloud SaaS solutions.Performance comparison testing of the latest cloud servers and architectures and tooling running our softwareGet stuck in and build the futureYour QualificationsBachelor's or higher degree in Engineering, Technology or a relevant degreeExperience architecting and maintaining large scale cloud platforms that are in productionExperience with hybrid on-premises and software-as-a-service productsUnderstanding of Cloud security concerns.Proven experience in Container orchestration.Experience architecting public, private and hybrid multi cloud solutions across IaaS, PaaS and SaaS cloud providersUnderstanding of Azure, AWS and or Google IPaaSDeep understanding of Infrastructure as Code and various associated scripting technologiesExperience in Disaster Recovery, and multizone availability.Various Cloud CertificationsWorking at Siemens SoftwareWhy us?Working at Siemens Software means flexibility - Choosing between working at home and the office at other times is the norm here. We offer great benefits and rewards, as you'd expect from a world leader in industrial software.We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status.Siemens Industry Software is an equal opportunities employer and does not discriminate unlawfully on the grounds of age, disability, gender assignment, marriage, and civil partnership, pregnancy and maternity, race, religion or belief, sex, sexual orientation, or trade union membership.Siemens. Making Real What MattersIf you want to make a difference – make it with us!"
RPA Developer,Hypescale Datacenter Electrical Design Engineer,Oracle,Ireland,3 days ago,9 applicants,Not Provided,"Remote
", Full-time , Mid-Senior level,"10,001+ employees",IT Services and IT Consulting,"About the jobOracle OCI continues to grow aggressively increasing data center capacity Globally and at significant scale in key markets. We are seeking to recruit a design electrical engineer with extensive experience in the data center space to join the formed and growing Data Center Design team. the team is responsible for setting the design standards for OCI's partners be they colocation providers or developers. The team will be the center of excellence for all aspects of data center design supporting the compute, network and storage solutions deployed to deliver OCI's world class and highly secure cloud services to the worlds largest and most successful businesses. Come and join a growing and dynamic team of professionals delivering and growing the outstanding cloud services Oracle offers.In response to increased concurrent projects for the design and delivery of our datacenters, Oracle is recruiting a Senior Electrical Engineer. The role is a senior multi-disciplinary datacenter design lead with an electrical background, charged with the direct interface between Oracle and our datacenter partners in the Electrical design field including but not limited to power generation, storage and delivery, grounding, lightening protection, fire alarm, etc. systems for both new site builds and expansions or refurbishments of existing facilities. With extensive experience designing and delivering mission critical facilities and professional qualifications in electrical engineering the role is responsible for all design decisions related to assigned datacenter projects: site selection, new construction, phased expansion, retrofits and upgrades and acquisition conversions.   Responsibilities1. Leads and manages a project or other design and engineering initiatives. Provides guidance and engineering leadership in ensuring project or other design and engineering initiatives are meeting or exceeding company expectations2.Expert operating knowledge of engineering systems to include advanced diagnostics and repairs. Ability to apply knowledge of Oracle processes and procedures and industry standards to resolve non-routine issues. Utilizes safe working practices at an EXPERT level (e.g. can apply procedure for lockout/tag out, can explain MSDS, etc.). Evaluates and assures the safe working practices of others. Interacts with other engineering disciplines. Works with the colocation providers' engineering teams to ensure electrical systems are adequately designed, specified and installed to deliver robust operation for Oracle.3. Contributes to identifying and developing training programs for newer members of the team as it grows. Acquires knowledge by expanding experience with systems, vendor training, participation in industry groups or meetings and shadowing others. Is SME with many systems and trains others inside and outside of the group4. Provides expert input for effective contract administration including generation and review of contracts, change orders, cost forecasts, and other pertinent documents and documentation.5. Contributes to mentoring junior team members. Directs all internal and external project team members delivering datacenters or part-datacenters for Oracle. Expert level communication to include cross functional SOP development and relevant technical writing. Interactions are primarily to exchange information between departments within the organization.6. Contributes to creating and maintaining best in class policies and procedures. Participates in review of policy and procedure documents. Develops policy documents with the input of others. Assures adherence to developed standards and policy through review of documentation, participation in commissioning activities, design summits and datacenter commissioning or reviews.7. Consistently solves complex, cross-functional issues requiring independent action and a high degree of initiative to resolve. Makes recommendations for system level enhancements to eliminate potential problems. Tests suitability of components or action plans for deployments8. Has an expert level system knowledge. Is a subject matter expert to others in and outside of the group. Extensive knowledge of multiple facets of the relevant engineering discipline. Develops and executes projects. Leads internal and/or external engineering or construction related seminars/conferences"
RPA Developer,Electrical Engineer,Amida Consulting Solutions,"Dublin, County Dublin, Ireland",Reposted 2 days ago,63 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,1-10 employees,Staffing and Recruiting,"About the jobTeam Lead, Connection Projects, DublinPermanentBackgroundOur client operates and develops the electricity system in Ireland. The Infrastructure office leads the development and delivery of the power system and interconnection investment programmes in collaboration with partners, customers & communities.The Connection Projects team is responsible for the delivery of electricity generation, demand and interconnection customer connections to the transmission system. This includes the delivery of transmission works for power generation and demand customer connections at distribution voltage levels.Job DescriptionThis is an exciting opportunity for a customer focussed, resilient and motivated individual who is interested in leading a team of Project Managers in the Connection Projects team to help coordinate the delivery of key infrastructure projects for some of the biggest companies in the world.These customers are critical to Ireland from many aspects including the achievement of renewable targets and the continuation of sustainable economic growth for the country.The role involves leading the facilitation of the connection of new generation, demand and interconnection customers to the transmission system. It involves the project management of technically complex, large scale infrastructure projects – on-time and within budget, adhering to established governance and controls. The role holder will lead a team working on projects across their entire life cycle – from project initiation, through construction and commissioning and right up to project close.Key ResponsibilitiesLead a team of Project Managers working on Customer Connection Projects.Support the development of high-performance capabilities and behaviours within theteam and a proactive customer and stakeholder engagement approach.Support the Head of Connection Projects in end of year reviews and assist with the annual performance management process, providing input to target and objective setting.Lead the training and development of new and existing staff in order to develop their project management competency.Co-ordinate a portfolio of connection projects, ensuring that appropriate project controls are in place within the team having regard to budgets, schedule, quality, risk and overall prioritization.Review and provide quality assurance on work produced by the project managers including internal governance papers, technical reports and drawings.Lead the development, management and provision of monthly reporting on the annual budgets.Lead the communication with customers, where challenges arise in relation to the delivery of their project (programme/cost).Co-ordinate the procurement of external engineering consultants to provide feasibility studies as required in accordance with delegated financial control framework.Co-ordinate with peers to meet business priorities, manage issues as they arise, provide guidance and act as an escalation point to Connection Projects.Prepare and present reports and project approval papers for the Executive, GridInfrastructure Projects Committee and Board as required to meet strict deadlines.Represent the company externally at conferences and events, delivering presentations and engaging in external forums and bodies as appropriate.Lead in engagement and coordination with partners including meetings, reporting, relationship management, and general communication as applicable to the project management role.Provide thought leadership and advocate industry best practices and principles.Knowledge, Skills and Experience Engineering degree or equivalent, typically with 8+ years relevant experience with a holistic understanding of the power industryProven experience of managing a portfolio of large scale projects – overseeing the delivery of complex solutions and an ability to drive successful outcomesPassionate, engaging with a drive and enthusiasm to deliver on the company Strategy with and through othersExcellent communication skills with an emphasis on high quality report writing and ability to communicate effectively with customers and business stakeholders, (including senior management team), via meetings, presentations and reportsAbility to articulate technical concepts and analysis to non-technical audiences and business leadersAbility to coach and develop high performance capabilities in a changing and dynamic environmentExpertise in conceiving and introducing innovative ideas, solutions or new ways of doing things to solve business problems, collaborating with business experts along the wayStrong understanding of the requirements of stakeholders and industry for the transmission system and associated developmentsCommercial awareness with strong vendor management skills.Interested? Please send your CV and tailored/bespoke covering letter to Jamie.ali@amida-solutions.com"
